"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Domains","","","0","1","23","0","0"
"","","","0","0","0","15","0"
"Registration","","","1","1","6","0","0"
"Authorization","","","0","0","2","0","0"
