"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 28 04:45:54 GMT 2024","Mon Oct 28 04:45:58 GMT 2024","4439","chromium","","Authorization","","","TC_02_02 |  Verify user can login into their account without 2FA.","To verify user login process without 2FA."
"skipped","Mon Oct 28 04:46:03 GMT 2024","Mon Oct 28 04:46:03 GMT 2024","0","chromium","","DNS Records","","","TC_04_02 | Verify search by hosted zone name.",""
"passed","Mon Oct 28 04:45:49 GMT 2024","Mon Oct 28 04:45:51 GMT 2024","2525","chromium","","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without domain","Verify that registration fails when an invalid email is used"
"passed","Mon Oct 28 04:45:51 GMT 2024","Mon Oct 28 04:45:54 GMT 2024","2421","chromium","","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: domain less than 2 characters","Verify that registration fails when an invalid email is used"
"passed","Mon Oct 28 04:45:58 GMT 2024","Mon Oct 28 04:46:03 GMT 2024","4479","chromium","","Authorization","","","TC_02_01 | Verify login with invalid credentials.","To verify user is not able to login with empty and invalid credentials."
"skipped","Mon Oct 28 04:46:03 GMT 2024","Mon Oct 28 04:46:03 GMT 2024","0","chromium","","DNS Records","","","TC_04_10 | ""Add new DNS-record"" modal was closed by Cancel or by X button",""
"passed","Mon Oct 28 04:46:03 GMT 2024","Mon Oct 28 04:46:07 GMT 2024","4379","chromium","","Search domains","","","TC_04_09_01 | Verify user can search the registered domain","To verify, that user is able to search the registered domain in WhoIs"
"skipped","Mon Oct 28 04:46:07 GMT 2024","Mon Oct 28 04:46:07 GMT 2024","0","chromium","","My profile","","","TC_08_02_02 | Verify user can change Password when 2FA is disabled",""
"passed","Mon Oct 28 04:45:43 GMT 2024","Mon Oct 28 04:45:46 GMT 2024","2835","chromium","","Registration","","","TC_01_02_01 | Verify user is not able to sign up with an existing email","Verify that registration fails when an existing email is used"
"passed","Mon Oct 28 04:45:46 GMT 2024","Mon Oct 28 04:45:49 GMT 2024","2642","chromium","","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without @","Verify that registration fails when an invalid email is used"
