"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 23 01:48:48 GMT 2024","Sat Nov 23 01:48:51 GMT 2024","3102","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_05_02 | Verify ""Check email"" form elements and ""Back to Forgot password"" functionality.","To verify Check email form elements and ""Back to Forgot password"" functionality."
"passed","Sat Nov 23 01:40:35 GMT 2024","Sat Nov 23 01:40:37 GMT 2024","2189","chromium","01Registration.spec.js","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without @","Verify that registration fails when an invalid email is used"
"passed","Sat Nov 23 01:43:30 GMT 2024","Sat Nov 23 01:43:35 GMT 2024","5008","chromium","04Domains.spec.js","Search domains","","","TC_04_09_01 | Verify user can search the registered domain","To verify, that user is able to search the registered domain in WhoIs"
"skipped","Sat Nov 23 01:46:36 GMT 2024","Sat Nov 23 01:46:36 GMT 2024","0","chromium","04Domains.spec.js","Hosted zones","","","TC_04_03_02 | Verify user can delete hosted zone",""
"passed","Sat Nov 23 01:43:57 GMT 2024","Sat Nov 23 01:44:05 GMT 2024","7655","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields A","Verify DNS Record created with all fields."
"passed","Sat Nov 23 01:48:17 GMT 2024","Sat Nov 23 01:48:24 GMT 2024","6333","chromium","08MyProfile.spec.js","My profile","","","TC_08_04_02 |  Verify user receives notifications after Account deletion is canceled","To verify, that user receives notifications after Account deletion is canceled"
"passed","Sat Nov 23 01:47:23 GMT 2024","Sat Nov 23 01:47:32 GMT 2024","8889","chromium","07HelpCenter.spec.js","Help Center","","","TC_07_01_05 | Verify the user can switch between categories","Verify the user can switch between categories and hide categories."
"passed","Sat Nov 23 01:43:39 GMT 2024","Sat Nov 23 01:43:45 GMT 2024","5704","chromium","04Domains.spec.js","DNS Records","","","TC_04_11 | ""Add new DNS-record modal - verify copy button adds text to clipboard.","Verify copy button works properly."
"passed","Sat Nov 23 01:45:01 GMT 2024","Sat Nov 23 01:45:08 GMT 2024","7116","chromium","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields CNAME. Ignored optional fields","Verify DNS Record with required fields."
"passed","Sat Nov 23 01:47:59 GMT 2024","Sat Nov 23 01:48:04 GMT 2024","4874","chromium","08MyProfile.spec.js","My profile","","","TC_08_07 | Verify that the user can log out of the account from the Profile Menu","To verify, that the user can log out of the account from the Profile Menu"
"passed","Sat Nov 23 01:43:45 GMT 2024","Sat Nov 23 01:43:51 GMT 2024","5495","chromium","04Domains.spec.js","DNS Records","","","TC_04_12 | ""Add new DNS-record modal - verify info tooltip appeared.","Verify copy button works properly."
"passed","Sat Nov 23 01:48:36 GMT 2024","Sat Nov 23 01:48:38 GMT 2024","2087","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  HelpCenter page","Verify that HelpCenter page is accessible for non authorized user"
"passed","Sat Nov 23 01:42:55 GMT 2024","Sat Nov 23 01:43:04 GMT 2024","9047","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_07 |  Verify that user can navigate through Header links Blog","To verify that user can navigate through Header links."
"passed","Sat Nov 23 01:48:09 GMT 2024","Sat Nov 23 01:48:13 GMT 2024","3949","chromium","08MyProfile.spec.js","My profile","","","TC_08_08 | Verify Modal Window “Top Up - by Bank Card” opens with Relevant buttons if no cards are added.","To Verify Modal Window “Top Up - by Bank Card” opens with Relevant buttons if no cards are added."
"passed","Sat Nov 23 01:48:34 GMT 2024","Sat Nov 23 01:48:36 GMT 2024","2328","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  Blog page","Verify that Blog page is accessible for non authorized user"
"passed","Sat Nov 23 01:48:31 GMT 2024","Sat Nov 23 01:48:34 GMT 2024","2562","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  SSLCertificates page","Verify that SSLCertificates page is accessible for non authorized user"
"passed","Sat Nov 23 01:44:12 GMT 2024","Sat Nov 23 01:44:19 GMT 2024","6873","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields CNAME","Verify DNS Record created with all fields."
"passed","Sat Nov 23 01:42:23 GMT 2024","Sat Nov 23 01:42:27 GMT 2024","4112","chromium","02Authorization.spec.js","Authorization","","","TC_02_01 | Verify login with invalid credentials.","To verify user is not able to login with empty and invalid credentials."
"passed","Sat Nov 23 01:48:51 GMT 2024","Sat Nov 23 01:48:56 GMT 2024","4600","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_06 | Verify that user can select several TLDs and see relevant search results","Verify that user can select several TLDs and see relevant search results"
"passed","Sat Nov 23 01:48:04 GMT 2024","Sat Nov 23 01:48:09 GMT 2024","5551","chromium","08MyProfile.spec.js","My profile","","","TC_08_03 | Verify user can see pre-defined contact on his Contacts page","To verify, that pre-defined contact is present on the Contacts page"
"passed","Sat Nov 23 01:42:18 GMT 2024","Sat Nov 23 01:42:22 GMT 2024","4377","chromium","02Authorization.spec.js","Authorization","","","TC_02_02 |  Verify user can login into their account without 2FA.","To verify user login process without 2FA."
"passed","Sat Nov 23 01:43:20 GMT 2024","Sat Nov 23 01:43:24 GMT 2024","3894","chromium","03Navigation.spec.js","Navigation","","","TC_03_02_02 | Verify navigation to Home page from fromFooterDomainSearch","To verify that user can navigate to Home page from fromFooterDomainSearch."
"passed","Sat Nov 23 01:45:08 GMT 2024","Sat Nov 23 01:45:15 GMT 2024","7511","chromium","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields DS. Ignored optional fields","Verify DNS Record with required fields."
"passed","Sat Nov 23 01:44:19 GMT 2024","Sat Nov 23 01:44:25 GMT 2024","6559","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields DS","Verify DNS Record created with all fields."
"passed","Sat Nov 23 01:45:29 GMT 2024","Sat Nov 23 01:45:36 GMT 2024","6692","chromium","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields TXT. Ignored optional fields","Verify DNS Record with required fields."
"passed","Sat Nov 23 01:42:45 GMT 2024","Sat Nov 23 01:42:50 GMT 2024","4864","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_05 |  Verify that user can navigate through Header links Hosting","To verify that user can navigate through Header links."
"passed","Sat Nov 23 01:42:27 GMT 2024","Sat Nov 23 01:42:31 GMT 2024","4690","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_01 |  Verify that user can navigate through Header links Registered domains","To verify that user can navigate through Header links."
"passed","Sat Nov 23 01:43:24 GMT 2024","Sat Nov 23 01:43:30 GMT 2024","5561","chromium","03Navigation.spec.js","Navigation","","","TC_03_02_03 | Verify navigation to Home page from fromHeader","To verify that user can navigate to Home page from fromHeader."
"passed","Sat Nov 23 01:48:46 GMT 2024","Sat Nov 23 01:48:48 GMT 2024","2373","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_05_01 | Verify ""Forgot Password"" page elements and ""Back to Log in"" functionality.","To verify Forgot Password page elements and ""Back to Log in"" functionality."
"passed","Sat Nov 23 01:40:32 GMT 2024","Sat Nov 23 01:40:34 GMT 2024","2572","chromium","01Registration.spec.js","Registration","","","TC_01_02_01 | Verify user is not able to sign up with an existing email","Verify that registration fails when an existing email is used"
"passed","Sat Nov 23 01:43:16 GMT 2024","Sat Nov 23 01:43:20 GMT 2024","4385","chromium","03Navigation.spec.js","Navigation","","","TC_03_02_01 | Verify navigation to Home page from fromFooterLogo","To verify that user can navigate to Home page from fromFooterLogo."
"passed","Sat Nov 23 01:47:51 GMT 2024","Sat Nov 23 01:47:55 GMT 2024","4144","chromium","08MyProfile.spec.js","My profile","","","TC_08_06 | Verify user can change currency from USD ($) to EUR (€) in the Profile Menu","To verify, that the user can change currency USD (EUR) in the Profile Menu"
"passed","Sat Nov 23 01:47:12 GMT 2024","Sat Nov 23 01:47:17 GMT 2024","4711","chromium","07HelpCenter.spec.js","Help Center","","","TC_07_01_01 | Verify the user can search articles in the Help Center with random characters","To verify the user gets alert-message when searches in the Help Center with random characters."
"passed","Sat Nov 23 01:48:29 GMT 2024","Sat Nov 23 01:48:31 GMT 2024","2711","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  WhoIs page","Verify that WhoIs page is accessible for non authorized user"
"passed","Sat Nov 23 01:47:17 GMT 2024","Sat Nov 23 01:47:23 GMT 2024","5726","chromium","07HelpCenter.spec.js","Help Center","","","TC_07_01_03 | Verify  the autocomplete suggestions displayed correspond to the entered letters in Help Center","Verify that user can see autocomplete suggestions correspond to the entered letters in Help Center"
"passed","Sat Nov 23 01:48:13 GMT 2024","Sat Nov 23 01:48:17 GMT 2024","4106","chromium","08MyProfile.spec.js","My profile","","","TC_08_02_01 | Verify the General info tab contents General info, Password, Two-factor authentication (2FA), Currency","To verify, the General info tab contents General info, Password, Two-factor authentication (2FA), Currency and the General info section contains USER EMAIL and the Delete account button"
"skipped","Sat Nov 23 01:48:51 GMT 2024","Sat Nov 23 01:48:51 GMT 2024","1","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_05 | Verify unauthorized user can select TLD in different categories and see relevant search results",""
"passed","Sat Nov 23 01:44:25 GMT 2024","Sat Nov 23 01:44:32 GMT 2024","7094","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields MX","Verify DNS Record created with all fields."
"passed","Sat Nov 23 01:48:43 GMT 2024","Sat Nov 23 01:48:46 GMT 2024","2547","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_02_02|  Verify unauthorized user can search occupied domains (no filters)","Verify that unauthorized user can search occupied domains (no filters)"
"passed","Sat Nov 23 01:49:06 GMT 2024","Sat Nov 23 01:49:13 GMT 2024","6747","chromium","VisualTests.spec.js","Visual tests","","","TC_04_14 | Dialog ""Add new DNS-record"".","Visual tests: Dialog ""Add new DNS-record"""
"passed","Sat Nov 23 01:47:32 GMT 2024","Sat Nov 23 01:47:36 GMT 2024","4331","chromium","07HelpCenter.spec.js","Help Center","","","TC_07_01_04 | Verify Search articles with Valid Query","Verify that relevant articles are displayed."
"skipped","Sat Nov 23 01:47:36 GMT 2024","Sat Nov 23 01:47:36 GMT 2024","0","chromium","08MyProfile.spec.js","My profile","","","TC_08_01 | Verify the Profile Dropdown Menu is displayed on ""My Profile"" Button Click",""
"passed","Sat Nov 23 01:47:36 GMT 2024","Sat Nov 23 01:47:42 GMT 2024","6020","chromium","08MyProfile.spec.js","My profile","","","TC_08_02_03 | Verify the user can enable/disable Two-factor authentication (2FA)","Verify the user can enable/disable Two-factor authentication (2FA)"
"passed","Sat Nov 23 01:48:26 GMT 2024","Sat Nov 23 01:48:29 GMT 2024","2114","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  HomePage page","Verify that HomePage page is accessible for non authorized user"
"passed","Sat Nov 23 01:48:38 GMT 2024","Sat Nov 23 01:48:41 GMT 2024","2500","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  ReportAbuse page","Verify that ReportAbuse page is accessible for non authorized user"
