"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 18 00:41:42 GMT 2024","Wed Dec 18 00:41:51 GMT 2024","8991","webkit","","Registration","","","TC_01_01_02 | Verify ""Create Password"" form elements and ""Back to Sign Up"" button functionality","TC_01_01_02 | Verify ""Create Password"" form elements and ""Back to Sign Up"" button functionality"
"passed","Wed Dec 18 01:13:10 GMT 2024","Wed Dec 18 01:13:22 GMT 2024","11591","webkit","","Unauthorised user Domain availability Page","","","TC_09_04_04|  Verify unauthorised user must redirect to the login page from Domain availability Page","Verify unauthorised user must redirect to the login page from Domain availability Page"
"passed","Wed Dec 18 00:44:12 GMT 2024","Wed Dec 18 00:44:27 GMT 2024","15665","webkit","","Navigation","","","TC_03_01_02 |  Verify that user can navigate through Header links Hosted zones","To verify that user can navigate through Header links."
"passed","Wed Dec 18 01:10:47 GMT 2024","Wed Dec 18 01:10:58 GMT 2024","10440","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""x"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 00:58:40 GMT 2024","Wed Dec 18 00:59:02 GMT 2024","21822","webkit","","My profile","","","TC_08_02_02 | Verify user can change Password when 2FA is disabled","To verify, that user can change Password when Two-factor authentication (2FA) is disabled"
"passed","Wed Dec 18 01:03:24 GMT 2024","Wed Dec 18 01:03:31 GMT 2024","6408","webkit","","Unauthorized user","","","TC_09_05_01 | Verify ""Forgot Password"" page elements and ""Back to Log in"" functionality","To verify Forgot Password page elements and ""Back to Log in"" functionality."
"passed","Wed Dec 18 01:10:27 GMT 2024","Wed Dec 18 01:10:35 GMT 2024","7611","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""v"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 00:55:46 GMT 2024","Wed Dec 18 00:56:00 GMT 2024","14005","webkit","","Help Center","","","TC_07_01_03 | Verify Autocomplete Suggestions Displayed for Partial and Empty Search Input in Help Center","Verify that user can see autocomplete suggestions that correspond to the entered letters in the Help center search, as well as previous search history when the search field is empty."
"passed","Wed Dec 18 00:47:33 GMT 2024","Wed Dec 18 00:47:47 GMT 2024","14644","webkit","","DNS Records","","","TC_04_13 | Visual Test: Verify text in dialog ""Create hosted zone"".","Visual tests: Dialog ""Create hosted zone"""
"passed","Wed Dec 18 01:08:06 GMT 2024","Wed Dec 18 01:08:19 GMT 2024","12939","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""i"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 00:44:56 GMT 2024","Wed Dec 18 00:45:12 GMT 2024","16399","webkit","","Navigation","","","TC_03_01_05 |  Verify that user can navigate through Header links Hosting","To verify that user can navigate through Header links."
"passed","Wed Dec 18 01:06:13 GMT 2024","Wed Dec 18 01:06:23 GMT 2024","9666","webkit","","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the OV subscription SSL Сertificates","Verify that an unauthorized user is redirected to the Login Page from the Certificates Page after clicking the Select button of the OV subscription SSL Сertificates"
"passed","Wed Dec 18 01:00:55 GMT 2024","Wed Dec 18 01:01:08 GMT 2024","13357","webkit","","My profile","","","TC_08_02_01 | Verify the General info tab contents General info, Password, Two-factor authentication (2FA), Currency","To verify, the General info tab contents General info, Password, Two-factor authentication (2FA), Currency and the General info section contains USER EMAIL and the Delete account button"
"passed","Wed Dec 18 01:06:05 GMT 2024","Wed Dec 18 01:06:13 GMT 2024","7818","webkit","","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the DV subscription SSL Сertificates","Verify that an unauthorized user is redirected to the Login Page from the Certificates Page after clicking the Select button of the DV subscription SSL Сertificates"
"passed","Wed Dec 18 00:45:13 GMT 2024","Wed Dec 18 00:45:29 GMT 2024","16068","webkit","","Navigation","","","TC_03_01_06 |  Verify that user can navigate through Header links SSL certificates","To verify that user can navigate through Header links."
"skipped","Wed Dec 18 00:43:56 GMT 2024","Wed Dec 18 00:43:56 GMT 2024","1","webkit","","Delete Account","","","TC_02_04 | Account Deletion Without 2FA",""
"passed","Wed Dec 18 01:02:11 GMT 2024","Wed Dec 18 01:02:17 GMT 2024","5924","webkit","","Unauthorized user","","","TC_09_01_02|  Verify that non authorized user can navigate through  HomePage page","Verify that HomePage page is accessible for non authorized user"
"passed","Wed Dec 18 00:47:17 GMT 2024","Wed Dec 18 00:47:33 GMT 2024","15368","webkit","","Search domains","","","TC_04_09_02 | Verify user can search the non-registered domain in Whois page","To verify that user is able to search the non-registered domain in WhoIs"
"passed","Wed Dec 18 01:10:19 GMT 2024","Wed Dec 18 01:10:27 GMT 2024","8705","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""u"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 00:59:16 GMT 2024","Wed Dec 18 00:59:30 GMT 2024","13852","webkit","","My profile","","","TC_08_02_04 | Verify user can change currency from EUR (€) to USD ($)","To verify that the user can change currency"
"passed","Wed Dec 18 01:10:35 GMT 2024","Wed Dec 18 01:10:47 GMT 2024","12342","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""w"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 00:49:43 GMT 2024","Wed Dec 18 00:49:59 GMT 2024","16361","webkit","","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields NS","Verify DNS Record created with all fields."
"passed","Wed Dec 18 00:41:08 GMT 2024","Wed Dec 18 00:41:18 GMT 2024","9463","webkit","","Registration","","","TC_01_02_01 | Verify user is not able to sign up with an existing email","Verify that registration fails when an existing email is used"
"passed","Wed Dec 18 01:16:22 GMT 2024","Wed Dec 18 01:16:36 GMT 2024","13407","webkit","","Report Abuse submission for each type of report","","","TC_09_07_013| Verify unauthorized user can submit the ""Report Abuse"" form for UDRP","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Wed Dec 18 01:05:57 GMT 2024","Wed Dec 18 01:06:05 GMT 2024","8558","webkit","","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the Free subscription SSL Сertificates","Verify that an unauthorized user is redirected to the Login Page from the Certificates Page after clicking the Select button of the Free subscription SSL Сertificates"
"passed","Wed Dec 18 01:15:07 GMT 2024","Wed Dec 18 01:15:22 GMT 2024","14783","webkit","","Report Abuse submission for each type of report","","","TC_09_07_08| Verify unauthorized user can submit the ""Report Abuse"" form for CSAM (Child Abuse)","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Wed Dec 18 01:08:49 GMT 2024","Wed Dec 18 01:08:58 GMT 2024","8848","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""m"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 01:13:53 GMT 2024","Wed Dec 18 01:14:07 GMT 2024","14573","webkit","","Report Abuse submission for each type of report","","","TC_09_07_03| Verify unauthorized user can submit the ""Report Abuse"" form for Phishing & Pharming","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Wed Dec 18 00:48:13 GMT 2024","Wed Dec 18 00:48:30 GMT 2024","17555","webkit","","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields A","Verify DNS Record created with all fields."
"passed","Wed Dec 18 01:01:30 GMT 2024","Wed Dec 18 01:01:49 GMT 2024","19620","webkit","","My profile","","","TC_08_05 | Verify the user is able to see a Wallet balance and Top-Up button options in the Billing section","Verify the user is able to see a Wallet balance and Top-Up button options in the Billing section"
"passed","Wed Dec 18 01:06:23 GMT 2024","Wed Dec 18 01:06:32 GMT 2024","9329","webkit","","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the EV subscription SSL Сertificates","Verify that an unauthorized user is redirected to the Login Page from the Certificates Page after clicking the Select button of the EV subscription SSL Сertificates"
"passed","Wed Dec 18 01:03:08 GMT 2024","Wed Dec 18 01:03:15 GMT 2024","6552","webkit","","Unauthorized user","","","TC_09_02_01|  Verify unauthorized user can search available domains (no filters)","Verify that unauthorized user can search available domains (no filters)"
"passed","Wed Dec 18 00:43:13 GMT 2024","Wed Dec 18 00:43:39 GMT 2024","25766","webkit","","Registration","","","TC_01_01_04 | Verify the contact creation, redirection to Homepage, and user info accuracy","Verify the contact creation, redirection to Homepage, and user info accuracy"
"passed","Wed Dec 18 01:07:06 GMT 2024","Wed Dec 18 01:07:14 GMT 2024","8204","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""d"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 00:54:36 GMT 2024","Wed Dec 18 00:55:02 GMT 2024","25821","webkit","","Blog","","","TC_06_04 | Verify switching between Blog articles By category","Verify switching between Blog articles By category"
"skipped","Wed Dec 18 01:12:06 GMT 2024","Wed Dec 18 01:12:06 GMT 2024","0","webkit","","Contact Us","","","TC_09_06_04 | Verify unauthorized users can submit the ""Contact Us"" form for ""Pre-Sales"" Type",""
"passed","Wed Dec 18 00:48:30 GMT 2024","Wed Dec 18 00:48:48 GMT 2024","17934","webkit","","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields AAAA","Verify DNS Record created with all fields."
"skipped","Wed Dec 18 01:12:06 GMT 2024","Wed Dec 18 01:12:06 GMT 2024","0","webkit","","Contact Us","","","TC_09_06_01 | Verify unauthorized users can submit the ""Contact Us"" form for ""Account Management & Access"" Type",""
"passed","Wed Dec 18 00:51:43 GMT 2024","Wed Dec 18 00:52:01 GMT 2024","17717","webkit","","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields NS. Ignored optional fields","Verify DNS Record with required fields."
"skipped","Wed Dec 18 01:12:06 GMT 2024","Wed Dec 18 01:12:06 GMT 2024","0","webkit","","Contact Us","","","TC_09_06_03 | Verify unauthorized users can submit the ""Contact Us"" form for ""Domains"" Type",""
"skipped","Wed Dec 18 01:12:06 GMT 2024","Wed Dec 18 01:12:06 GMT 2024","1","webkit","","Contact Us","","","TC_09_06_13 | Verify unauthorized users can submit the ""Contact Us"" form for ""Feedback"" Type",""
"skipped","Wed Dec 18 01:03:39 GMT 2024","Wed Dec 18 01:03:39 GMT 2024","0","webkit","","Unauthorized user","","","TC_09_03_06 | Verify that user can select several TLDs and see relevant search results",""
"passed","Wed Dec 18 00:55:23 GMT 2024","Wed Dec 18 00:55:34 GMT 2024","11262","webkit","","Blog","","","TC_06_01 | Verify Blog search functionality with random characters","To verify that ""No results for... "" message appears after search with random characters."
"passed","Wed Dec 18 01:11:28 GMT 2024","Wed Dec 18 01:12:06 GMT 2024","38497","webkit","","Reset Password","","","TC_09_05_03 | Verify password recovery process","To verify that user can reset the password."
"passed","Wed Dec 18 01:14:07 GMT 2024","Wed Dec 18 01:14:22 GMT 2024","14825","webkit","","Report Abuse submission for each type of report","","","TC_09_07_04| Verify unauthorized user can submit the ""Report Abuse"" form for Hacking Activity","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Wed Dec 18 00:49:25 GMT 2024","Wed Dec 18 00:49:43 GMT 2024","17634","webkit","","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields MX","Verify DNS Record created with all fields."
"passed","Wed Dec 18 01:08:37 GMT 2024","Wed Dec 18 01:08:49 GMT 2024","12628","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""l"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 00:43:39 GMT 2024","Wed Dec 18 00:43:47 GMT 2024","8896","webkit","","Authorization","","","TC_02_02 |  Verify user can login into their account without 2FA.","To verify user login process without 2FA."
"passed","Wed Dec 18 01:02:32 GMT 2024","Wed Dec 18 01:02:38 GMT 2024","5653","webkit","","Unauthorized user","","","TC_09_01_05|  Verify that non authorized user can navigate through  Blog page","Verify that Blog page is accessible for non authorized user"
"passed","Wed Dec 18 00:44:42 GMT 2024","Wed Dec 18 00:44:56 GMT 2024","13866","webkit","","Navigation","","","TC_03_01_04 |  Verify that user can navigate through Header links WHOIS","To verify that user can navigate through Header links."
"passed","Wed Dec 18 01:11:07 GMT 2024","Wed Dec 18 01:11:28 GMT 2024","21204","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""z"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 01:14:22 GMT 2024","Wed Dec 18 01:14:39 GMT 2024","16734","webkit","","Report Abuse submission for each type of report","","","TC_09_07_05| Verify unauthorized user can submit the ""Report Abuse"" form for Hijacking & Domain Name Dispute","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"skipped","Wed Dec 18 01:12:06 GMT 2024","Wed Dec 18 01:12:06 GMT 2024","0","webkit","","Contact Us","","","TC_09_06_08 | Verify unauthorized users can submit the ""Contact Us"" form for ""Affiliate"" Type",""
"passed","Wed Dec 18 00:57:03 GMT 2024","Wed Dec 18 00:57:54 GMT 2024","50763","webkit","","Help Center","","","TC_07_01_06 | Verify the user can switch between headings in the selected article","Verify that relevant articles are displayed."
"passed","Wed Dec 18 00:46:15 GMT 2024","Wed Dec 18 00:46:28 GMT 2024","12878","webkit","","Navigation","","","TC_03_02_01 | Verify navigation to Home page from fromFooterLogo","To verify that user can navigate to Home page from fromFooterLogo."
"passed","Wed Dec 18 01:13:22 GMT 2024","Wed Dec 18 01:13:38 GMT 2024","16167","webkit","","Report Abuse submission for each type of report","","","TC_09_07_01| Verify unauthorized user can submit the ""Report Abuse"" form for DMCA, Copyright & Trademark Complaints","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Wed Dec 18 00:52:47 GMT 2024","Wed Dec 18 00:53:06 GMT 2024","19399","webkit","","Search Hosted Zones","","","TC_04_02 | Verify search by hosted zone name","To verify, that user is able to search a hosted zone by name"
"passed","Wed Dec 18 01:05:00 GMT 2024","Wed Dec 18 01:05:17 GMT 2024","17658","webkit","","Unauthorized user","","","TC_09_03_03 | Verify that activating the 'Hide registered' toggle displays only unregistered domains in the search results, 'Reset' and 'X' buttons","Verify that activating the 'Hide registered' toggle displays only unregistered domains in the search results, 'Reset' and 'X' buttons"
"passed","Wed Dec 18 00:50:34 GMT 2024","Wed Dec 18 00:50:51 GMT 2024","16998","webkit","","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields AAAA. Ignored optional fields","Verify DNS Record with required fields."
"passed","Wed Dec 18 00:59:43 GMT 2024","Wed Dec 18 00:59:56 GMT 2024","13140","webkit","","My profile","","","TC_08_06 | Verify user can change currency from EUR (€) to USD ($) in the Profile Menu","To verify, that the user can change currency USD (EUR) in the Profile Menu"
