"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","","0","0","0","3","0"
"Registration","","","0","1","5","0","0"
"Authorization","","","0","0","2","0","0"
"Navigation","","","0","0","4","0","0"
