"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 26 13:35:48 GMT 2024","Sat Oct 26 13:35:53 GMT 2024","4297","chromium","","Authorization","","","TC_02_01 | Verify login with invalid credentials.","To verify user is not able to login with empty and invalid credentials."
"passed","Sat Oct 26 13:35:32 GMT 2024","Sat Oct 26 13:35:35 GMT 2024","3136","chromium","","Registration","","","TC_01_02_01 | Verify user is not able to sign up with an existing email","Verify that registration fails when an existing email is used"
"skipped","Sat Oct 26 13:35:53 GMT 2024","Sat Oct 26 13:35:53 GMT 2024","0","chromium","","My profile","","","TC_08_02_02 | Verify user can change Password when 2FA is disabled",""
"passed","Sat Oct 26 13:35:42 GMT 2024","Sat Oct 26 13:35:44 GMT 2024","2315","chromium","","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: domain less than 2 characters","Verify that registration fails when an invalid email is used"
"passed","Sat Oct 26 13:35:36 GMT 2024","Sat Oct 26 13:35:39 GMT 2024","2488","chromium","","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without @","Verify that registration fails when an invalid email is used"
"passed","Sat Oct 26 13:35:39 GMT 2024","Sat Oct 26 13:35:42 GMT 2024","2781","chromium","","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without domain","Verify that registration fails when an invalid email is used"
"passed","Sat Oct 26 13:35:44 GMT 2024","Sat Oct 26 13:35:48 GMT 2024","4349","chromium","","Authorization","","","TC_02_02 |  Verify user can login into their account without 2FA.","To verify user login process without 2FA."
