"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Domains","","","0","0","27","0","0"
"Help center","","","0","0","7","0","0"
"Registration","","","0","0","8","0","0"
"Navigation","","","0","0","13","0","0"
"My profile","Account settings","","0","0","3","0","0"
"Authorization","","","0","0","2","0","0"
"Blog","","","0","0","5","0","0"
"My profile","","","0","0","1","0","0"
"","","","0","0","0","1","0"
