"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 27 01:03:43 GMT 2024","Wed Nov 27 01:03:46 GMT 2024","2971","chromium","01Registration.spec.js","Registration","","","TC_01_02_01 | Verify user is not able to sign up with an existing email","Verify that registration fails when an existing email is used"
"passed","Wed Nov 27 01:07:21 GMT 2024","Wed Nov 27 01:07:28 GMT 2024","6811","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields CNAME","Verify DNS Record created with all fields."
"passed","Wed Nov 27 01:12:16 GMT 2024","Wed Nov 27 01:12:18 GMT 2024","2153","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  HomePage page","Verify that HomePage page is accessible for non authorized user"
"passed","Wed Nov 27 01:04:00 GMT 2024","Wed Nov 27 01:05:22 GMT 2024","81399","chromium","01Registration.spec.js","Registration","","","TC_01_01_03 | Verify redirection to ""Check your email"" form and its elements","Verify redirection to ""Check your email"" form and its elements"
"passed","Wed Nov 27 01:07:28 GMT 2024","Wed Nov 27 01:07:34 GMT 2024","6919","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields DS","Verify DNS Record created with all fields."
"passed","Wed Nov 27 01:13:24 GMT 2024","Wed Nov 27 01:13:28 GMT 2024","3644","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_06 | Verify unauthorized users can submit the ""Contact Us"" form for Pre-Sales ""Type"" dropdown item.","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Wed Nov 27 01:08:10 GMT 2024","Wed Nov 27 01:08:16 GMT 2024","6829","chromium","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields CNAME. Ignored optional fields","Verify DNS Record with required fields."
"passed","Wed Nov 27 01:09:43 GMT 2024","Wed Nov 27 01:09:49 GMT 2024","5787","chromium","06Blog.spec.js","Blog","","","TC_06_08 | Verify Autocomplete Suggestions Displayed for Partial Search Input","Verify that user can see autocomplete suggestions correspond to the entered letters in Blog"
"passed","Wed Nov 27 01:06:20 GMT 2024","Wed Nov 27 01:06:24 GMT 2024","3821","chromium","03Navigation.spec.js","Navigation","","","TC_03_02_02 | Verify navigation to Home page from fromFooterDomainSearch","To verify that user can navigate to Home page from fromFooterDomainSearch."
"passed","Wed Nov 27 01:12:47 GMT 2024","Wed Nov 27 01:12:54 GMT 2024","6523","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_06 | Verify that user can select several TLDs and see relevant search results","Verify that user can select several TLDs and see relevant search results"
"passed","Wed Nov 27 01:11:39 GMT 2024","Wed Nov 27 01:11:44 GMT 2024","4960","chromium","08MyProfile.spec.js","My profile","","","TC_08_07 | Verify that the user can log out of the account from the Profile Menu","To verify, that the user can log out of the account from the Profile Menu"
"passed","Wed Nov 27 01:05:41 GMT 2024","Wed Nov 27 01:05:46 GMT 2024","4449","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_03 |  Verify that user can navigate through Header links Transfer","To verify that user can navigate through Header links."
"passed","Wed Nov 27 01:03:57 GMT 2024","Wed Nov 27 01:04:00 GMT 2024","3794","chromium","01Registration.spec.js","Registration","","","TC_01_01_02 | Verify ""Create Password"" form elements and ""Back to Sign Up"" button functionality","TC_01_01_02 | Verify ""Create Password"" form elements and ""Back to Sign Up"" button functionality"
"passed","Wed Nov 27 01:05:59 GMT 2024","Wed Nov 27 01:06:04 GMT 2024","4542","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_07 |  Verify that user can navigate through Header links Blog","To verify that user can navigate through Header links."
"passed","Wed Nov 27 01:05:46 GMT 2024","Wed Nov 27 01:05:50 GMT 2024","4856","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_04 |  Verify that user can navigate through Header links WHOIS","To verify that user can navigate through Header links."
"passed","Wed Nov 27 01:12:32 GMT 2024","Wed Nov 27 01:12:37 GMT 2024","4395","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_02_01|  Verify unauthorized user can search available domains (no filters)","Verify that unauthorized user can search available domains (no filters)"
"passed","Wed Nov 27 01:08:23 GMT 2024","Wed Nov 27 01:08:31 GMT 2024","7347","chromium","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields MX. Ignored optional fields","Verify DNS Record with required fields."
"passed","Wed Nov 27 01:10:52 GMT 2024","Wed Nov 27 01:10:56 GMT 2024","4385","chromium","07HelpCenter.spec.js","Help Center","","","TC_07_01_04 | Verify Search articles with Valid Query","Verify that relevant articles are displayed."
"passed","Wed Nov 27 01:12:56 GMT 2024","Wed Nov 27 01:13:01 GMT 2024","4950","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_03 | Verify that activating the 'Hide registered' toggle displays only unregistered domains in the search results, 'Reset' and 'X' buttons","Verify that activating the 'Hide registered' toggle displays only unregistered domains in the search results, 'Reset' and 'X' buttons"
"passed","Wed Nov 27 01:10:05 GMT 2024","Wed Nov 27 01:10:20 GMT 2024","14305","chromium","06Blog.spec.js","Blog","","","TC_06_04 | Verify switching between Blog articles By category","Verify switching between Blog articles By category"
