"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 30 21:36:39 GMT 2024","Wed Oct 30 21:36:44 GMT 2024","4618","chromium","","Search domains","","","TC_04_09_02 | Verify user can search the non-registered domain in Whois page","To verify that user is able to search the non-registered domain in WhoIs"
"broken","Wed Oct 30 21:35:58 GMT 2024","Wed Oct 30 21:36:30 GMT 2024","31179","chromium","","Authorization","","","TC_02_04 | Account Deletion Without 2FA","To verify user can delete account without 2FA"
"skipped","Wed Oct 30 21:36:30 GMT 2024","Wed Oct 30 21:36:30 GMT 2024","1","chromium","","DNS Records","","","TC_04_02 | Verify search by hosted zone name.",""
"passed","Wed Oct 30 21:36:57 GMT 2024","Wed Oct 30 21:36:59 GMT 2024","2356","chromium","","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  HelpCenter page","Verify that HelpCenter page is accessible for non authorized user"
"passed","Wed Oct 30 21:34:43 GMT 2024","Wed Oct 30 21:34:46 GMT 2024","2478","chromium","","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: domain less than 2 characters","Verify that registration fails when an invalid email is used"
"passed","Wed Oct 30 21:34:39 GMT 2024","Wed Oct 30 21:34:41 GMT 2024","2343","chromium","","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without @","Verify that registration fails when an invalid email is used"
"passed","Wed Oct 30 21:37:05 GMT 2024","Wed Oct 30 21:37:09 GMT 2024","4035","chromium","","Unauthorized user","","","TC_09_02_01|  Verify unauthorized user can search available domains (no filters)","Verify that unauthorized user can search available domains (no filters)"
"passed","Wed Oct 30 21:34:46 GMT 2024","Wed Oct 30 21:34:50 GMT 2024","4031","chromium","","Authorization","","","TC_02_02 |  Verify user can login into their account without 2FA.","To verify user login process without 2FA."
"passed","Wed Oct 30 21:36:47 GMT 2024","Wed Oct 30 21:36:49 GMT 2024","2354","chromium","","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  HomePage page","Verify that HomePage page is accessible for non authorized user"
"skipped","Wed Oct 30 21:36:44 GMT 2024","Wed Oct 30 21:36:44 GMT 2024","0","chromium","","My profile","","","TC_08_02_02 | Verify user can change Password when 2FA is disabled",""
"passed","Wed Oct 30 21:36:59 GMT 2024","Wed Oct 30 21:37:02 GMT 2024","2792","chromium","","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  ReportAbuse page","Verify that ReportAbuse page is accessible for non authorized user"
"passed","Wed Oct 30 21:36:52 GMT 2024","Wed Oct 30 21:36:54 GMT 2024","2776","chromium","","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  SSLCertificates page","Verify that SSLCertificates page is accessible for non authorized user"
"passed","Wed Oct 30 21:36:49 GMT 2024","Wed Oct 30 21:36:52 GMT 2024","2356","chromium","","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  WhoIs page","Verify that WhoIs page is accessible for non authorized user"
"passed","Wed Oct 30 21:34:50 GMT 2024","Wed Oct 30 21:34:54 GMT 2024","4451","chromium","","Authorization","","","TC_02_01 | Verify login with invalid credentials.","To verify user is not able to login with empty and invalid credentials."
"passed","Wed Oct 30 21:34:41 GMT 2024","Wed Oct 30 21:34:43 GMT 2024","2460","chromium","","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without domain","Verify that registration fails when an invalid email is used"
"passed","Wed Oct 30 21:34:35 GMT 2024","Wed Oct 30 21:34:38 GMT 2024","3273","chromium","","Registration","","","TC_01_02_01 | Verify user is not able to sign up with an existing email","Verify that registration fails when an existing email is used"
"passed","Wed Oct 30 21:36:54 GMT 2024","Wed Oct 30 21:36:57 GMT 2024","2678","chromium","","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  Blog page","Verify that Blog page is accessible for non authorized user"
"passed","Wed Oct 30 21:36:44 GMT 2024","Wed Oct 30 21:36:47 GMT 2024","2877","chromium","","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  Transfer page","Verify that Transfer page is accessible for non authorized user"
"passed","Wed Oct 30 21:37:09 GMT 2024","Wed Oct 30 21:37:13 GMT 2024","3947","chromium","","Unauthorized user","","","TC_09_02_02|  Verify unauthorized user can search occupied domains (no filters)","Verify that unauthorized user can search occupied domains (no filters)"
"passed","Wed Oct 30 21:36:30 GMT 2024","Wed Oct 30 21:36:39 GMT 2024","8926","chromium","","Search domains","","","TC_04_09_01 | Verify user can search the registered domain","To verify, that user is able to search the registered domain in WhoIs"
"skipped","Wed Oct 30 21:36:30 GMT 2024","Wed Oct 30 21:36:30 GMT 2024","1","chromium","","DNS Records","","","TC_04_10 | ""Add new DNS-record"" modal was closed by Cancel or by X button",""
"passed","Wed Oct 30 21:37:02 GMT 2024","Wed Oct 30 21:37:05 GMT 2024","2538","chromium","","Unauthorized user","","","TC_09_01|  Verify that non authorized user can navigate through  ContactUs page","Verify that ContactUs page is accessible for non authorized user"
