"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 18 04:04:49 GMT 2024","Wed Dec 18 04:04:55 GMT 2024","5036","webkit","","Unauthorized user","","","TC_09_01_06|  Verify that non authorized user can navigate through  HelpCenter page","Verify that HelpCenter page is accessible for non authorized user"
"passed","Wed Dec 18 04:09:02 GMT 2024","Wed Dec 18 04:09:11 GMT 2024","9099","webkit","","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the Free subscription SSL Сertificates","Verify that an unauthorized user is redirected to the Login Page from the Certificates Page after clicking the Select button of the Free subscription SSL Сertificates"
"passed","Wed Dec 18 03:44:06 GMT 2024","Wed Dec 18 03:44:11 GMT 2024","5406","webkit","","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without domain","Verify that registration fails when an invalid email is used"
"skipped","Wed Dec 18 04:14:46 GMT 2024","Wed Dec 18 04:14:46 GMT 2024","1","webkit","","Contact Us","","","TC_09_06_10 | Verify unauthorized users can submit the ""Contact Us"" form for ""Feature/Product Request"" Type",""
"passed","Wed Dec 18 04:13:40 GMT 2024","Wed Dec 18 04:13:49 GMT 2024","8379","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""y"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 03:56:47 GMT 2024","Wed Dec 18 03:56:58 GMT 2024","11022","webkit","","Help Center","","","TC_07_01_01 | Verify the user can search articles in the Help Center with random characters","To verify the user gets alert-message when searches in the Help Center with random characters."
"passed","Wed Dec 18 04:11:42 GMT 2024","Wed Dec 18 04:11:50 GMT 2024","7876","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""m"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 04:03:28 GMT 2024","Wed Dec 18 04:03:46 GMT 2024","18210","webkit","","My profile","","","TC_08_04_02 |  Verify user receives notifications after Account deletion is canceled","To verify, that user receives notifications after Account deletion is canceled"
"passed","Wed Dec 18 04:16:33 GMT 2024","Wed Dec 18 04:16:50 GMT 2024","16211","webkit","","Report Abuse submission for each type of report","","","TC_09_07_07| Verify unauthorized user can submit the ""Report Abuse"" form for Pharmacy Complaint","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"skipped","Wed Dec 18 04:14:46 GMT 2024","Wed Dec 18 04:14:46 GMT 2024","0","webkit","","Contact Us","","","TC_09_06_09 | Verify unauthorized users can submit the ""Contact Us"" form for ""Bug/Technical Issue"" Type",""
"passed","Wed Dec 18 04:10:27 GMT 2024","Wed Dec 18 04:10:37 GMT 2024","10887","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""f"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 03:54:56 GMT 2024","Wed Dec 18 03:55:13 GMT 2024","16857","webkit","","Search Hosted Zones","","","TC_04_02 | Verify search by hosted zone name","To verify, that user is able to search a hosted zone by name"
"passed","Wed Dec 18 03:52:10 GMT 2024","Wed Dec 18 03:52:23 GMT 2024","13416","webkit","","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields TXT","Verify DNS Record created with all fields."
"passed","Wed Dec 18 04:08:26 GMT 2024","Wed Dec 18 04:08:32 GMT 2024","6295","webkit","","Unauthorized user","","","TC_09_04_01 | Verify unauthorised user is redirected to the Login Page by clicking on the Registered domains link in header","Verify an unauthorized user is redirected to the Login Page by clicking on the Registered domains link in header"
"skipped","Wed Dec 18 03:46:36 GMT 2024","Wed Dec 18 03:46:36 GMT 2024","0","webkit","","Delete Account","","","TC_02_04 | Account Deletion Without 2FA",""
"passed","Wed Dec 18 03:44:29 GMT 2024","Wed Dec 18 03:45:51 GMT 2024","81242","webkit","","Registration","","","TC_01_01_03 | Verify redirection to ""Check your email"" form and its elements","Verify redirection to ""Check your email"" form and its elements"
"passed","Wed Dec 18 04:10:06 GMT 2024","Wed Dec 18 04:10:14 GMT 2024","8212","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""d"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 04:18:01 GMT 2024","Wed Dec 18 04:18:15 GMT 2024","13577","webkit","","Report Abuse submission for each type of report","","","TC_09_07_013| Verify unauthorized user can submit the ""Report Abuse"" form for UDRP","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Wed Dec 18 03:48:51 GMT 2024","Wed Dec 18 03:49:03 GMT 2024","11244","webkit","","Navigation","","","TC_03_02_01 | Verify navigation to Home page from fromFooterLogo","To verify that user can navigate to Home page from fromFooterLogo."
"passed","Wed Dec 18 04:10:49 GMT 2024","Wed Dec 18 04:11:02 GMT 2024","13043","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""h"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 03:46:36 GMT 2024","Wed Dec 18 03:46:49 GMT 2024","13097","webkit","","Navigation","","","TC_03_01_01 |  Verify that user can navigate through Header links Registered domains","To verify that user can navigate through Header links."
"passed","Wed Dec 18 04:05:41 GMT 2024","Wed Dec 18 04:05:49 GMT 2024","8396","webkit","","Unauthorized user","","","TC_09_05_02 | Verify ""Check email"" form elements and ""Back to Forgot password"" functionality","To verify Check email form elements and ""Back to Forgot password"" functionality."
"passed","Wed Dec 18 04:05:35 GMT 2024","Wed Dec 18 04:05:41 GMT 2024","6183","webkit","","Unauthorized user","","","TC_09_05_01 | Verify ""Forgot Password"" page elements and ""Back to Log in"" functionality","To verify Forgot Password page elements and ""Back to Log in"" functionality."
"passed","Wed Dec 18 04:02:34 GMT 2024","Wed Dec 18 04:02:49 GMT 2024","15149","webkit","","My profile","","","TC_08_04_01 | Verify user can manage Account Notifications settings","To verify, that user user can manage Account Notifications settings"
"passed","Wed Dec 18 03:57:30 GMT 2024","Wed Dec 18 03:57:43 GMT 2024","13903","webkit","","Help Center","","","TC_07_01_05 | Verify the user can switch between categories","Verify the user can switch between categories and hide categories."
"passed","Wed Dec 18 03:56:37 GMT 2024","Wed Dec 18 03:56:47 GMT 2024","10041","webkit","","Blog","","","TC_06_01 | Verify Blog search functionality with random characters","To verify that ""No results for... "" message appears after search with random characters."
"passed","Wed Dec 18 03:50:14 GMT 2024","Wed Dec 18 03:50:24 GMT 2024","10443","webkit","","DNS Records","","","TC_04_12 | ""Add new DNS-record modal - verify info tooltip appeared.","Verify copy button works properly."
"passed","Wed Dec 18 04:12:24 GMT 2024","Wed Dec 18 04:12:32 GMT 2024","7877","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""q"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 04:14:59 GMT 2024","Wed Dec 18 04:15:17 GMT 2024","18387","webkit","","Report Abuse submission for each type of report","","","TC_09_07_01| Verify unauthorized user can submit the ""Report Abuse"" form for DMCA, Copyright & Trademark Complaints","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Wed Dec 18 03:43:48 GMT 2024","Wed Dec 18 03:44:00 GMT 2024","12269","webkit","","Registration","","","TC_01_02_01 | Verify user is not able to sign up with an existing email","Verify that registration fails when an existing email is used"
"skipped","Wed Dec 18 04:05:49 GMT 2024","Wed Dec 18 04:05:49 GMT 2024","0","webkit","","Unauthorized user","","","TC_09_03_05 | Verify unauthorized user can select TLD in different categories and see relevant search results",""
"passed","Wed Dec 18 03:47:33 GMT 2024","Wed Dec 18 03:47:48 GMT 2024","15025","webkit","","Navigation","","","TC_03_01_05 |  Verify that user can navigate through Header links Hosting","To verify that user can navigate through Header links."
"passed","Wed Dec 18 04:01:24 GMT 2024","Wed Dec 18 04:01:38 GMT 2024","13843","webkit","","My profile","","","TC_08_02_04 | Verify user can change currency from USD ($) to EUR (€)","To verify that the user can change currency"
"skipped","Wed Dec 18 04:14:46 GMT 2024","Wed Dec 18 04:14:46 GMT 2024","0","webkit","","Contact Us","","","TC_09_06_08 | Verify unauthorized users can submit the ""Contact Us"" form for ""Affiliate"" Type",""
"passed","Wed Dec 18 03:55:27 GMT 2024","Wed Dec 18 03:55:39 GMT 2024","12356","webkit","","Hosted zones","","","TC_04_03_01| Verify user can create hosted zone","To verify, that user is able to create hosted zone"
"passed","Wed Dec 18 03:47:03 GMT 2024","Wed Dec 18 03:47:18 GMT 2024","14681","webkit","","Navigation","","","TC_03_01_03 |  Verify that user can navigate through Header links Transfer","To verify that user can navigate through Header links."
"skipped","Wed Dec 18 04:14:46 GMT 2024","Wed Dec 18 04:14:46 GMT 2024","0","webkit","","Contact Us","","","TC_09_06_06 | Verify unauthorized users can submit the ""Contact Us"" form for ""SSL"" Type",""
"passed","Wed Dec 18 03:53:08 GMT 2024","Wed Dec 18 03:53:27 GMT 2024","18511","webkit","","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields DS. Ignored optional fields","Verify DNS Record with required fields."
"passed","Wed Dec 18 04:04:05 GMT 2024","Wed Dec 18 04:04:16 GMT 2024","11028","webkit","","My profile. Section 2FA","","","TC_08_02_03 | Verify the user can enable/disable Two-factor authentication (2FA)","Verify the user can enable/disable Two-factor authentication (2FA)"
"passed","Wed Dec 18 04:03:04 GMT 2024","Wed Dec 18 04:03:16 GMT 2024","12148","webkit","","My profile","","","TC_08_08 | Verify Modal Window “Top Up - by Bank Card” opens with Relevant buttons if no cards are added.","To Verify Modal Window “Top Up - by Bank Card” opens with Relevant buttons if no cards are added."
"passed","Wed Dec 18 04:01:07 GMT 2024","Wed Dec 18 04:01:24 GMT 2024","16864","webkit","","My profile","","","TC_08_02_02 | Verify user can change Password when 2FA is disabled","To verify, that user can change Password when Two-factor authentication (2FA) is disabled"
"passed","Wed Dec 18 03:53:27 GMT 2024","Wed Dec 18 03:53:43 GMT 2024","16491","webkit","","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields MX. Ignored optional fields","Verify DNS Record with required fields."
"passed","Wed Dec 18 04:08:46 GMT 2024","Wed Dec 18 04:08:54 GMT 2024","8775","webkit","","Unauthorized user","","","TC_09_04_03 | Verify unauthorised user is redirected to the Login Page by clicking on Bulk transfer button on Transfer Page","Verify an unauthorized user is redirected to the Login Page by clicking on the Bulk transfer button on Transfer Page"
"passed","Wed Dec 18 03:54:30 GMT 2024","Wed Dec 18 03:54:45 GMT 2024","14893","webkit","","DNS Records","","","TC_04_07 | Verify user can delete DNS record in hosted zone","Delete DNS record in hosted zone"
"passed","Wed Dec 18 04:11:50 GMT 2024","Wed Dec 18 04:12:01 GMT 2024","10677","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""n"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 04:04:28 GMT 2024","Wed Dec 18 04:04:36 GMT 2024","7756","webkit","","Unauthorized user","","","TC_09_01_03|  Verify that non authorized user can navigate through  WhoIs page","Verify that WhoIs page is accessible for non authorized user"
"passed","Wed Dec 18 04:13:17 GMT 2024","Wed Dec 18 04:13:28 GMT 2024","10442","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""w"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Wed Dec 18 03:46:18 GMT 2024","Wed Dec 18 03:46:27 GMT 2024","8467","webkit","","Authorization","","","TC_02_02 |  Verify user can login into their account without 2FA.","To verify user login process without 2FA."
"passed","Wed Dec 18 03:50:24 GMT 2024","Wed Dec 18 03:50:36 GMT 2024","12038","webkit","","DNS Records","","","TC_04_10 | ""Add new DNS-record"" modal was closed by Cancel or by X button","Verify DNS Record with required fields"
"skipped","Wed Dec 18 03:50:14 GMT 2024","Wed Dec 18 03:50:14 GMT 2024","0","webkit","","DNS Records","","","TC_04_11 | ""Add new DNS-record modal - verify copy button adds text to clipboard.",""
