"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Name epic1 (section)","Name feature2","","0","0","1","0","0"
"Autorization","","","0","1","0","0","0"
"Name epic1 (section)","Name feature1","","0","0","1","0","0"
