"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Authorization","","","0","0","2","0","0"
"Registration","","","0","0","1","0","0"
"My profile","Account settings","","1","0","0","0","0"
