"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Dec 13 19:34:41 GMT 2024","Fri Dec 13 19:34:41 GMT 2024","0","webkit","","Navigation","","","TC_03_01_01 |  Verify that user can navigate through Header links Registered domains",""
"failed","Fri Dec 13 19:43:18 GMT 2024","Fri Dec 13 19:43:18 GMT 2024","295","webkit","","Report Abuse submission for each type of report","","","TC_09_07_06| Verify unauthorized user can submit the ""Report Abuse"" form for Other Illegal Activities",""
"failed","Fri Dec 13 19:36:03 GMT 2024","Fri Dec 13 19:36:03 GMT 2024","297","webkit","","Hosted zones","","","TC_04_03_02 | Verify user can delete hosted zone",""
"failed","Fri Dec 13 19:38:27 GMT 2024","Fri Dec 13 19:38:27 GMT 2024","284","webkit","","Unauthorized user","","","TC_09_03_06 | Verify that user can select several TLDs and see relevant search results",""
"failed","Fri Dec 13 19:37:14 GMT 2024","Fri Dec 13 19:37:14 GMT 2024","295","webkit","","My profile","","","TC_08_08 | Verify Modal Window “Top Up - by Bank Card” opens with Relevant buttons if no cards are added.",""
"skipped","Fri Dec 13 19:38:08 GMT 2024","Fri Dec 13 19:38:08 GMT 2024","0","webkit","","Unauthorized user","","","TC_09_02_01|  Verify unauthorized user can search available domains (no filters)",""
"failed","Fri Dec 13 19:39:46 GMT 2024","Fri Dec 13 19:39:47 GMT 2024","304","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""d"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"skipped","Fri Dec 13 19:34:41 GMT 2024","Fri Dec 13 19:34:41 GMT 2024","0","webkit","","Navigation","","","TC_03_01_04 |  Verify that user can navigate through Header links WHOIS",""
"failed","Fri Dec 13 19:39:07 GMT 2024","Fri Dec 13 19:39:07 GMT 2024","305","webkit","","Unauthorized user","","","TC_09_04_03 | Verify unauthorised user is redirected to the Login Page by clicking on My transfers button on Transfer Page",""
"failed","Fri Dec 13 19:38:52 GMT 2024","Fri Dec 13 19:38:52 GMT 2024","307","webkit","","Unauthorized user","","","TC_09_04_01 | Verify unauthorised user is redirected to the Login Page by clicking on the Hosted zones link in header",""
"failed","Fri Dec 13 19:35:01 GMT 2024","Fri Dec 13 19:35:01 GMT 2024","319","webkit","","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields A",""
"skipped","Fri Dec 13 19:34:41 GMT 2024","Fri Dec 13 19:34:41 GMT 2024","0","webkit","","Navigation","","","TC_03_01_06 |  Verify that user can navigate through Header links SSL certificates",""
"failed","Fri Dec 13 19:43:28 GMT 2024","Fri Dec 13 19:43:28 GMT 2024","303","webkit","","Report Abuse submission for each type of report","","","TC_09_07_08| Verify unauthorized user can submit the ""Report Abuse"" form for CSAM (Child Abuse)",""
"failed","Fri Dec 13 19:42:10 GMT 2024","Fri Dec 13 19:42:10 GMT 2024","309","webkit","","Contact Us","","","TC_09_06_06 | Verify unauthorized users can submit the ""Contact Us"" form for ""SSL"" Type",""
"failed","Fri Dec 13 19:41:45 GMT 2024","Fri Dec 13 19:41:46 GMT 2024","304","webkit","","Contact Us","","","TC_09_06_01 | Verify unauthorized users can submit the ""Contact Us"" form for ""Account Management & Access"" Type",""
"failed","Fri Dec 13 19:39:41 GMT 2024","Fri Dec 13 19:39:42 GMT 2024","302","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""c"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"failed","Fri Dec 13 19:34:19 GMT 2024","Fri Dec 13 19:34:19 GMT 2024","303","webkit","","Registration","","","TC_01_01_01 | Verify Registration form elements",""
"failed","Fri Dec 13 19:42:39 GMT 2024","Fri Dec 13 19:42:39 GMT 2024","310","webkit","","Contact Us","","","TC_09_06_12 | Verify unauthorized users can submit the ""Contact Us"" form for ""Media Inquiries"" Type",""
"failed","Fri Dec 13 19:41:31 GMT 2024","Fri Dec 13 19:41:31 GMT 2024","311","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""y"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"failed","Fri Dec 13 19:37:28 GMT 2024","Fri Dec 13 19:37:28 GMT 2024","318","webkit","","My profile. Section 2FA","","","TC_08_02_03 | Verify the user can enable/disable Two-factor authentication (2FA)",""
"failed","Fri Dec 13 19:35:04 GMT 2024","Fri Dec 13 19:35:05 GMT 2024","303","webkit","","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields AAAA",""
"failed","Fri Dec 13 19:39:36 GMT 2024","Fri Dec 13 19:39:37 GMT 2024","292","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""b"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"failed","Fri Dec 13 19:43:23 GMT 2024","Fri Dec 13 19:43:23 GMT 2024","301","webkit","","Report Abuse submission for each type of report","","","TC_09_07_07| Verify unauthorized user can submit the ""Report Abuse"" form for Pharmacy Complaint",""
"failed","Fri Dec 13 19:36:26 GMT 2024","Fri Dec 13 19:36:27 GMT 2024","302","webkit","","Blog","","","TC_06_01 | Verify Blog search functionality with random characters",""
"failed","Fri Dec 13 19:36:33 GMT 2024","Fri Dec 13 19:36:33 GMT 2024","308","webkit","","Help Center","","","TC_07_01_03 | Verify Autocomplete Suggestions Displayed for Partial and Empty Search Input in Help Center",""
"failed","Fri Dec 13 19:42:29 GMT 2024","Fri Dec 13 19:42:29 GMT 2024","304","webkit","","Contact Us","","","TC_09_06_10 | Verify unauthorized users can submit the ""Contact Us"" form for ""Feature/Product Request"" Type",""
"skipped","Fri Dec 13 19:34:41 GMT 2024","Fri Dec 13 19:34:41 GMT 2024","0","webkit","","Navigation","","","TC_03_01_05 |  Verify that user can navigate through Header links Hosting",""
